Ticker,Sector,Industry,Region,Market_Cap,Market_Cap_Classification,Volatility_Classification,Growth_vs_Value,P/E_Ratio,Dividend_Yield_percent,52_Week_High,52_Week_Low,Beta,Avg_Volume,Avg_Close_Price
YUM,Consumer Cyclical,Restaurants,North America,38883053568,Mid Cap,High Volatility,Growth,25.970095,1.9299999,143.2,123.7,1.095,1911483.6653386455,133.3106294001241
TREX,Industrials,Building Products & Equipment,North America,8039014400,Small Cap,High Volatility,Growth,34.260273,0.0,101.91,58.68,1.49,999624.3027888446,79.45235066204907
VAC,Consumer Cyclical,Resorts & Casinos,North America,3464936704,Small Cap,High Volatility,Value,18.86882,3.06,108.57,67.28,1.799,483657.76892430277,85.0686341851831
APPS,Technology,Software - Application,North America,149365440,Small Cap,High Volatility,Unknown,,0.0,7.33,1.18,2.595,3075925.896414343,3.154183263797684
FE,Utilities,Utilities - Regulated Electric,North America,24562626560,Mid Cap,Low Volatility,Growth,27.451612,4.0,44.97,35.41,0.495,2998718.725099602,38.918871359046236
WCC,Industrials,Industrial Distribution,North America,10367290368,Mid Cap,High Volatility,Value,16.952726,0.7799999999999999,216.17,132.37,2.011,675180.876494024,169.33309985157027
CBRE,Real Estate,Real Estate Services,North America,43059806208,Mid Cap,High Volatility,Growth,45.30421,0.0,142.0,80.59,1.395,1687554.9800796814,101.02729092176217
BCC,Basic Materials,Building Materials,North America,5668519424,Small Cap,High Volatility,Value,14.456416,0.5700000000000001,155.42,109.015,1.514,304398.0079681275,129.72619601549854
BEN,Financial Services,Asset Management,North America,11918684160,Mid Cap,High Volatility,Growth,26.77647,5.45,30.32,18.95,1.402,3929739.043824701,23.413365322280214
CHD,Consumer Defensive,Household & Personal Products,North America,27037904896,Mid Cap,Low Volatility,Growth,49.608105,1.0299999,113.5,90.26,0.55,1388371.314741036,101.78118999830755
MMS,Industrials,Specialty Business Services,North America,4458974208,Small Cap,Low Volatility,Value,14.92986,1.49,93.97,71.75,0.768,403580.4780876494,84.64436395044821
EZPW,Financial Services,Credit Services,North America,688988160,Small Cap,Unknown,Value,11.636364,0.0,12.85,8.2,,509364.94023904385,10.53498009761491
KOPN,Technology,Electronic Components,North America,180882192,Small Cap,High Volatility,Unknown,,0.0,2.82,0.56,2.591,1411045.8167330676,1.2908764925610972
OMC,Communication Services,Advertising Agencies,North America,20449646592,Mid Cap,Low Volatility,Value,14.319672,2.6700001,107.0,80.92,0.968,1531910.7569721115,92.86184540402841
TXT,Industrials,Aerospace & Defense,North America,15885391872,Mid Cap,High Volatility,Value,18.737417,0.09000000400000001,97.34,75.7,1.244,1087619.123505976,86.77948894728702
TDC,Technology,Software - Infrastructure,North America,2960000512,Small Cap,Low Volatility,Growth,36.35294,0.0,49.44,24.02,0.798,951043.4262948207,35.43346607162658
IMAX,Communication Services,Entertainment,North America,1386605952,Small Cap,High Volatility,Growth,59.81818,0.0,26.54,13.2,1.225,764159.3625498008,17.97175297984089
MKC,Consumer Defensive,Packaged Foods,North America,20867567616,Mid Cap,Low Volatility,Growth,26.670069,2.3,85.49,63.88,0.764,1865437.450199203,72.77552550722403
CCBG,Financial Services,Banks - Regional,North America,666935552,Small Cap,Low Volatility,Value,12.947369,2.34,40.86,25.45,0.543,32031.872509960158,30.27414955655892
ARC,Industrials,Specialty Business Services,North America,146659536,Small Cap,High Volatility,Growth,30.818182,5.8999999999999995,3.44,2.56,1.117,188322.22357723577,2.874581079172894
BG,Consumer Defensive,Farm Products,North America,12530127872,Mid Cap,Low Volatility,Value,11.373891,3.0299999,114.92,82.18,0.655,1543074.1035856574,97.31280158905395
WRLD,Financial Services,Credit Services,North America,699722944,Small Cap,High Volatility,Value,8.265208,0.0,149.31,101.85,1.411,36996.41434262948,126.03661385950339
PEB,Real Estate,REIT - Hotel & Motel,North America,1657748096,Small Cap,High Volatility,Unknown,,0.29,16.65,11.65,1.85,1718448.2071713146,14.159042430588924
NWPX,Industrials,Metal Fabrication,North America,559316224,Small Cap,Low Volatility,Value,19.069727,0.0,57.08,26.91,0.979,42613.545816733065,36.76251009450966
AWR,Utilities,Utilities - Regulated Water,North America,3226722816,Small Cap,Low Volatility,Growth,28.820944,2.18,87.5,66.03,0.489,217045.41832669324,76.78131057921634
RGA,Financial Services,Insurance - Reinsurance,North America,15113227264,Mid Cap,Low Volatility,Growth,20.91575,1.5599999999999998,233.81,157.48,0.913,355535.45816733065,195.69601768706426
RIGL,Healthcare,Biotechnology,North America,491107360,Small Cap,Low Volatility,Growth,102.259254,0.0,29.82,7.48,0.953,157526.25498007968,13.11940237820386
IRWD,Healthcare,Drug Manufacturers - Specialty & Generic,North America,587304960,Small Cap,Low Volatility,Unknown,,0.0,15.7,3.26,0.475,2811469.721115538,7.6706374527448675
AES,Utilities,Utilities - Diversified,North America,9271792640,Small Cap,High Volatility,Value,9.055555,5.29,22.21,12.53,1.09,8786582.071713148,17.169195129576906
BAC,Financial Services,Banks - Diversified,North America,366533443584,Large Cap,High Volatility,Value,17.213768,2.19,48.08,30.33,1.325,38849899.20318725,37.847707087300215
CATY,Financial Services,Banks - Regional,North America,3724399360,Small Cap,High Volatility,Value,13.133838,2.6099999,55.29,33.88,1.09,325592.4302788845,40.37236025988818
HFWA,Financial Services,Banks - Regional,North America,915315520,Small Cap,Low Volatility,Growth,24.49074,3.4799999999999995,27.58,16.55,0.516,187319.1235059761,19.88577990892874
STNG,Energy,Oil & Gas Midstream,North America,2561111296,Small Cap,Low Volatility,Value,3.626342,3.1600002000000003,84.67,49.98,0.166,927466.9322709163,68.81489312221329
BERY,Consumer Cyclical,Packaging & Containers,North America,8330111488,Small Cap,High Volatility,Value,16.50913,1.8499999999999999,73.31,49.641872,1.133,1155148.4462151395,58.32870281265076
DOCU,Technology,Software - Application,North America,16314934272,Mid Cap,Low Volatility,Value,16.883476,0.0,86.75,44.34,0.898,3243876.892430279,59.16651395212607
MEDP,Healthcare,Diagnostics & Research,North America,10587325440,Mid Cap,High Volatility,Growth,29.853638,0.0,459.77,273.14,1.367,277074.1035856574,363.1161753133949
RPM,Basic Materials,Specialty Chemicals,North America,17870284800,Mid Cap,Low Volatility,Growth,29.09434,1.47,141.79,100.82,0.981,620909.561752988,114.85831715861164
CUBE,Real Estate,REIT - Industrial,North America,11401129984,Mid Cap,Low Volatility,Growth,27.842697,4.1199997,55.14,39.8,0.859,1378476.892430279,45.38303750634668
NMIH,Financial Services,Insurance - Specialty,North America,3167655936,Small Cap,High Volatility,Value,9.151031,0.0,42.49,27.25,1.131,526626.2948207172,34.28143423012053
KALU,Basic Materials,Aluminum,North America,1313744896,Small Cap,High Volatility,Growth,28.027584,3.7900000000000005,102.42,58.2,1.309,146062.1513944223,76.77105387653488
REI,Energy,Oil & Gas E&P,North America,303239872,Small Cap,High Volatility,Value,2.6842105,0.0,2.2,1.25,1.635,1813398.406374502,1.6689242969946083
TSLA,Consumer Cyclical,Auto Manufacturers,North America,1107984384000,Large Cap,High Volatility,Growth,94.30601,0.0,361.93,138.8,2.295,96770662.5498008,216.4244623070219
BGC,Financial Services,Capital Markets,North America,4777274880,Small Cap,High Volatility,Growth,42.347824,0.8200000000000001,11.79,6.09,1.486,3543039.043824701,8.425003091652554
TRGP,Energy,Oil & Gas Midstream,North America,44550275072,Mid Cap,High Volatility,Growth,36.87726,1.47,209.87,81.03,2.237,1632798.0079681275,124.20069517462377
MNR,Energy,Oil & Gas E&P,North America,1612374144,Small Cap,Unknown,Unknown,,14.790000000000001,21.19,14.4,,145505.57768924301,16.469315597260614
SXT,Basic Materials,Specialty Chemicals,North America,3288892416,Small Cap,Low Volatility,Growth,37.148327,2.11,82.99,55.02,0.755,181468.52589641433,71.08720046875486
FCNCA,Financial Services,Banks - Regional,North America,29974077440,Mid Cap,Low Volatility,Value,13.140568,0.33999999999999997,2388.78,1363.97,0.806,87156.97211155378,1738.6675577961591
AM,Energy,Oil & Gas Midstream,North America,7686744576,Small Cap,High Volatility,Value,19.9625,5.6399997,16.0,11.58,2.238,2627147.410358566,13.640490524322388
HPE,Technology,Communication Equipment,North America,27557775360,Mid Cap,High Volatility,Value,15.049645,2.4500001,22.82,14.465,1.206,14885225.099601593,18.146294039084143
ADM,Consumer Defensive,Farm Products,North America,26127955968,Mid Cap,Low Volatility,Value,15.337078,3.7900000000000005,77.35,48.92,0.722,4147194.8207171313,59.27951533100995
PR,Energy,Oil & Gas E&P,North America,12524444672,Mid Cap,High Volatility,Value,8.897727,3.83,18.28,12.34,4.351,10058352.589641435,14.603506498602757
PNFP,Financial Services,Banks - Regional,North America,9829441536,Small Cap,High Volatility,Growth,24.350576,0.69,131.91,73.62,1.037,473689.2430278885,89.06150899940278
HNRG,Energy,Thermal Coal,North America,522059936,Small Cap,Low Volatility,Unknown,,0.0,14.0,4.332,0.621,484115.1394422311,7.935597607813984
HELE,Consumer Defensive,Household & Personal Products,North America,1675707904,Small Cap,Low Volatility,Value,12.303692,0.0,127.83,48.05,0.852,432631.87250996014,90.13494032597637
NLY,Real Estate,REIT - Mortgage,North America,11171721216,Mid Cap,High Volatility,Unknown,,13.05,21.11,17.67,1.579,4353196.0159362545,18.48084389735978
SYF,Financial Services,Credit Services,North America,26288504832,Mid Cap,High Volatility,Value,8.768831,1.48,68.69,33.51,1.593,3996642.629482072,45.386772839671586
FLEX,Technology,Electronic Components,North America,15111904256,Mid Cap,High Volatility,Value,18.735579,0.0,42.47,18.80181,1.076,4521657.211155378,29.62277452689243
CIEN,Technology,Communication Equipment,North America,10069450752,Mid Cap,Low Volatility,Growth,74.17021,0.0,73.47,42.2,0.938,1818773.3067729084,53.22175306342987
PACB,Healthcare,Medical Devices,North America,562141632,Small Cap,High Volatility,Unknown,,0.0,10.65,1.16,2.009,9290064.541832669,3.421553790806774
FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",North America,308159040,Small Cap,Low Volatility,Growth,23.517927,1.15,63.0,17.0,0.444,30179.282868525897,36.38321331677684
LXU,Basic Materials,Chemicals,North America,632414336,Small Cap,Low Volatility,Unknown,,0.0,10.4,6.74,0.842,384591.6334661355,8.35932269229357
LYTS,Technology,Electronic Components,North America,609894848,Small Cap,Low Volatility,Growth,26.20513,0.98,21.17,13.21,0.866,115264.14342629482,15.195137259494736
BLDR,Industrials,Building Products & Equipment,North America,21459900416,Mid Cap,High Volatility,Value,18.20996,0.0,214.7,130.75,2.081,1662350.5976095619,173.8644223764123
ED,Utilities,Utilities - Regulated Electric,North America,35188596736,Mid Cap,Low Volatility,Value,18.907894,3.3000000000000003,107.75,85.85,0.353,1873317.1314741035,93.13343038976905
WAB,Industrials,Railroads,North America,34484572160,Mid Cap,High Volatility,Growth,33.436665,0.4,203.04,117.66,1.272,1044775.6972111554,157.05554712911052
CW,Industrials,Aerospace & Defense,North America,14178586624,Mid Cap,High Volatility,Growth,35.348156,0.22,393.4,212.05,1.177,221758.1673306773,277.3361848018084
NOVT,Technology,Scientific & Technical Instruments,North America,5998138368,Small Cap,High Volatility,Growth,101.2,0.0,187.12,145.24,1.287,149223.90438247012,167.3839838400305
DIOD,Technology,Semiconductors,North America,3011638528,Small Cap,High Volatility,Growth,49.242424,0.0,86.74,52.71,1.32,347298.8047808765,69.19494043783362
GS,Financial Services,Capital Markets,North America,191036227584,Large Cap,High Volatility,Value,17.825718,1.97,612.73,340.54,1.342,2217045.418326693,448.2372170254529
UHS,Healthcare,Medical Care Facilities,North America,13522948096,Mid Cap,High Volatility,Value,13.639388,0.38999999999999996,243.25,133.7,1.297,668314.342629482,187.2215378597913
ASPS,Real Estate,Real Estate Services,North America,25480966,Small Cap,Low Volatility,Unknown,,0.0,4.59,0.7,0.939,121820.7171314741,1.899282866502663
CCK,Consumer Cyclical,Packaging & Containers,North America,11128155136,Mid Cap,Low Volatility,Growth,112.30488,1.09,98.46,69.61,0.853,1127782.470119522,84.68474524144632
LGIH,Consumer Cyclical,Residential Construction,North America,2593533440,Small Cap,High Volatility,Value,13.081243,0.0,136.89,84.0,1.978,212859.3625498008,108.38621520996094
UNF,Industrials,Specialty Business Services,North America,3766894848,Small Cap,Low Volatility,Growth,25.851994,0.69999998,208.2,149.58,0.823,84079.2828685259,175.61631428388011
MPWR,Technology,Semiconductors,North America,27689480192,Mid Cap,High Volatility,Growth,64.067726,0.88,959.64,545.92,1.148,601479.6812749004,744.068743337198
RMBS,Technology,Semiconductors,North America,6161100800,Small Cap,High Volatility,Growth,35.906834,0.0,76.38,37.42,1.166,1593527.888446215,55.742589684596574
DE,Industrials,Farm & Heavy Construction Machinery,North America,127497732096,Large Cap,Low Volatility,Value,18.18501,1.45000005,469.39,340.2,0.935,1489247.8087649401,385.6246629692169
AAOI,Technology,Communication Equipment,North America,1858123520,Small Cap,High Volatility,Unknown,,0.0,43.05,6.7,1.961,2722928.685258964,14.88482073293739
SSTK,Communication Services,Internet Content & Information,North America,1107529600,Small Cap,High Volatility,Growth,31.058825,3.7900000000000005,54.41,28.85,1.102,508237.8486055777,39.40576338293068
BTU,Energy,Thermal Coal,North America,2946381312,Small Cap,Low Volatility,Value,6.2928762,1.26,29.94,20.21,0.98,2995325.498007968,23.945445018935487
MPX,Consumer Cyclical,Recreational Vehicles,North America,343311584,Small Cap,High Volatility,Value,18.66038,5.6599997,12.47,8.86,1.208,51603.58565737052,9.712946109087818
XNCR,Healthcare,Biotechnology,North America,1792939648,Small Cap,Low Volatility,Unknown,,0.0,26.84,15.31,0.656,610210.7569721115,20.83059762673549
VTR,Real Estate,REIT - Healthcare Facilities,North America,27075213312,Mid Cap,High Volatility,Unknown,,2.8099999,67.61,41.45,1.39,2400511.5537848608,51.83454822069145
EFSC,Financial Services,Banks - Regional,North America,2258855680,Small Cap,Low Volatility,Value,12.836865,1.8499999999999999,63.13,37.28,0.977,149129.88047808764,44.68856922468816
VNDA,Healthcare,Biotechnology,North America,302619168,Small Cap,Low Volatility,Unknown,,0.0,6.75,3.46,0.767,1238264.143426295,4.777609576267075
BRKL,Financial Services,Banks - Regional,North America,1135114368,Small Cap,Low Volatility,Value,15.168675,4.29,13.15,8.01,0.744,517114.3426294821,9.661093337602349
EHC,Healthcare,Medical Care Facilities,North America,10371205120,Mid Cap,Low Volatility,Growth,24.221176,0.66000004,104.55,64.15,0.78,636209.9601593625,83.6671765696005
RMTI,Healthcare,Drug Manufacturers - Specialty & Generic,North America,74010048,Small Cap,High Volatility,Unknown,,0.0,5.15,1.16,1.503,379586.4541832669,2.1732669337337236
ACCO,Industrials,Business Equipment & Supplies,North America,540567424,Small Cap,High Volatility,Unknown,,5.1499999999999995,6.62,4.37,1.615,618917.1314741035,5.1922022014025195
COO,Healthcare,Medical Instruments & Supplies,North America,20803835904,Mid Cap,Low Volatility,Growth,58.033333,0.02,112.38,82.5525,0.99,1139544.2231075696,96.80137461020178
PLUG,Industrials,Electrical Equipment & Parts,North America,2041081216,Small Cap,High Volatility,Unknown,,0.0,5.14,1.6,1.81,41287581.2749004,2.9023506019219933
NL,Industrials,Security & Protection Services,North America,389316256,Small Cap,Low Volatility,Value,6.6806717,4.03,8.93,4.46,0.507,33415.53784860558,6.199024872950823
RBCAA,Financial Services,Banks - Regional,North America,1504333696,Small Cap,Low Volatility,Value,14.50095,2.1300000999999997,80.68,46.55,0.531,18121.91235059761,56.217770200326626
KD,Technology,Information Technology Services,North America,8087672832,Small Cap,High Volatility,Unknown,,0.0,35.23,18.045,1.719,1746784.06374502,23.45402386273996
LOPE,Consumer Defensive,Education & Training Services,North America,4802933760,Small Cap,Low Volatility,Growth,21.656578,0.0,173.37,118.48,0.702,185384.46215139443,139.4423106524099
JACK,Consumer Cyclical,Restaurants,North America,919869888,Small Cap,High Volatility,Unknown,,3.8599998,86.2,40.84,1.946,504510.7569721115,58.83422684384532
CME,Financial Services,Financial Data & Stock Exchanges,North America,85765447680,Mid Cap,Low Volatility,Growth,24.999998,1.9299999,238.97,190.7,0.559,1927016.733067729,209.33985961670894
APD,Basic Materials,Specialty Chemicals,North America,74347970560,Mid Cap,Low Volatility,Value,19.381449,2.12,336.42,212.24,0.826,1589759.7609561754,265.8043674909736
COLL,Healthcare,Drug Manufacturers - Specialty & Generic,North America,990405120,Small Cap,Low Volatility,Value,13.034188,0.0,42.287,25.21,0.949,445104.3824701195,34.51509959764215
VRNT,Technology,Software - Infrastructure,North America,1562538624,Small Cap,High Volatility,Growth,38.181816,0.0,38.17,21.28,1.21,683478.8844621514,29.275537878393653
FFIN,Financial Services,Banks - Regional,North America,5967367680,Small Cap,Low Volatility,Growth,28.744827,1.73,44.66,26.54,0.791,538968.5258964143,32.677951903932126
WMS,Industrials,Building Products & Equipment,North America,10489858048,Mid Cap,High Volatility,Growth,21.508743,0.47000000000000003,184.27,122.61,1.533,506821.9123505976,153.8661606625257
ITCI,Healthcare,Drug Manufacturers - Specialty & Generic,North America,9180052480,Small Cap,Low Volatility,Unknown,,0.0,93.45,58.925,0.973,854529.8804780877,72.37521904873184
VST,Utilities,Utilities - Independent Power Producers,North America,54381719552,Mid Cap,High Volatility,Growth,30.101694,0.5499999999999999,168.67,35.99,1.111,6629494.023904382,80.61216743438843
ATR,Healthcare,Medical Instruments & Supplies,North America,11509329920,Mid Cap,Low Volatility,Growth,34.730927,1.04,178.03,122.29,0.567,293097.2111553785,145.00039703247558
GES,Consumer Cyclical,Apparel Retail,North America,846411008,Small Cap,High Volatility,Value,12.014598,6.92,33.5,15.24,1.986,1107680.079681275,21.36932206628807
WLK,Basic Materials,Specialty Chemicals,North America,16545110016,Mid Cap,High Volatility,Growth,178.33331,1.6400000000000001,162.64,118.64,1.191,436539.0438247012,142.2495438473158
COR,Healthcare,Medical Distribution,North America,48619585536,Mid Cap,Low Volatility,Growth,33.450798,0.8699999999999999,253.27,195.83,0.436,1385264.940239044,228.61910579119072
HEI,Industrials,Aerospace & Defense,North America,32504512512,Mid Cap,High Volatility,Growth,79.93275,0.08,283.6,169.7,1.237,388509.9601593625,218.99963755816577
ARCB,Industrials,Trucking,North America,2697505792,Small Cap,High Volatility,Value,14.338308,0.42,153.6,94.77,1.474,292684.8605577689,117.31910191874105
IPI,Basic Materials,Agricultural Inputs,North America,356854368,Small Cap,High Volatility,Unknown,,0.0,29.75,17.52,2.185,97948.60557768925,22.84713144036403
LGND,Healthcare,Biotechnology,North America,2315631104,Small Cap,Low Volatility,Growth,48.783134,0.0,129.9,58.97,0.896,136380.8764940239,87.92470096116998
CVCO,Consumer Cyclical,Residential Construction,North America,4181907456,Small Cap,High Volatility,Growth,29.067795,0.0,544.08,288.57,1.247,65681.67330677291,381.251433475084
CWCO,Utilities,Utilities - Regulated Water,North America,428650208,Small Cap,Low Volatility,Value,16.222893,1.79,37.85,23.55,0.173,120850.19920318725,27.8282839634504
CHX,Energy,Oil & Gas Equipment & Services,North America,5895974912,Small Cap,High Volatility,Value,19.104939,1.23000005,39.95,25.46,2.39,1810629.482071713,31.327631429847017
BLBD,Industrials,Farm & Heavy Construction Machinery,North America,1311694208,Small Cap,High Volatility,Value,12.863924,0.0,59.4,19.3,1.619,636901.1952191235,40.75934264194443
ENPH,Technology,Solar,North America,9639884800,Small Cap,High Volatility,Growth,155.10869,0.0,141.63,58.33,1.767,4224659.760956176,109.80466158741498
HWM,Industrials,Aerospace & Defense,North America,48093175808,Mid Cap,High Volatility,Growth,45.53077,0.27,119.28,52.06,1.293,2864824.302788845,79.47724051304547
BCOV,Technology,Software - Application,North America,193818720,Small Cap,Low Volatility,Unknown,,0.0,4.33,1.55,0.744,312338.2470119522,2.24709163623977
LPSN,Technology,Software - Application,North America,88169144,Small Cap,High Volatility,Unknown,,0.0,3.98,0.45,1.788,2766079.6812749,1.4579282836372633
FNLC,Financial Services,Banks - Regional,North America,320503968,Small Cap,Low Volatility,Value,12.004201,5.04,31.05,21.77,0.547,17023.505976095617,24.658387096754584
PANW,Technology,Software - Infrastructure,North America,127243747328,Large Cap,High Volatility,Growth,50.235752,0.0,408.53,260.09,1.118,3855070.119521912,325.3380075887855
WMT,Consumer Defensive,Discount Stores,North America,743538098176,Large Cap,Low Volatility,Growth,38.22314,0.9900000000000001,92.64,49.84667,0.516,17702963.346613545,66.59015041518497
A,Healthcare,Diagnostics & Research,North America,39396507648,Mid Cap,High Volatility,Growth,31.14447,0.74,155.35,124.16,1.072,1731164.5418326694,137.01010286855507
H,Consumer Cyclical,Lodging,North America,14992549888,Mid Cap,High Volatility,Value,11.893073,0.38,162.24,116.2,1.507,602880.079681275,145.56460823575813
CEVA,Technology,Semiconductors,North America,702658048,Small Cap,High Volatility,Unknown,,0.0,31.22,16.02,1.199,155284.46215139443,22.18553783979074
VLGEA,Consumer Defensive,Grocery Stores,North America,476395744,Small Cap,Low Volatility,Value,9.520588,3.09,33.99,24.42,0.264,26064.54183266932,27.910945588374044
NFG,Energy,Oil & Gas Integrated,North America,5809934848,Small Cap,Low Volatility,Growth,76.15476,3.2199999999999998,65.06,45.32,0.64,517531.47410358564,54.40766076927641
NTGR,Technology,Communication Equipment,North America,707737088,Small Cap,Low Volatility,Growth,36.71642,0.0,25.39,10.48,0.827,268473.30677290837,16.215497970581055
UBSI,Financial Services,Banks - Regional,North America,5745507328,Small Cap,High Volatility,Value,15.950943,3.5000000000000004,44.43,30.68,1.006,549218.7250996016,35.22244722434724
IBKR,Financial Services,Capital Markets,North America,80832790528,Mid Cap,Low Volatility,Growth,29.764797,0.52,193.42,77.75,0.792,1029522.3107569721,119.66256786817573
ACLS,Technology,Semiconductor Equipment & Materials,North America,2413252864,Small Cap,High Volatility,Value,10.982248,0.0,158.61,69.35,1.599,637394.422310757,113.10637458102161
PEG,Utilities,Utilities - Regulated Electric,North America,46982619136,Mid Cap,Low Volatility,Growth,23.169533,2.55,95.22,56.85,0.626,2771482.868525896,72.50833126843213
ZTS,Healthcare,Drug Manufacturers - Specialty & Generic,North America,79738920960,Mid Cap,Low Volatility,Growth,32.879925,0.9900000000000001,201.92,144.8,0.896,2481643.027888446,179.90095076238018
CINF,Financial Services,Insurance - Property & Casualty,North America,25035452416,Mid Cap,Low Volatility,Value,8.20904,2.0299999,161.75,100.31,0.666,689332.2709163347,121.53648777691967
HPQ,Technology,Computer Hardware,North America,34133544960,Mid Cap,High Volatility,Value,12.6085415,2.8199999,39.8,27.43,1.087,8002960.557768924,32.378978151724155
DRRX,Healthcare,Drug Manufacturers - Specialty & Generic,North America,28325792,Small Cap,High Volatility,Unknown,,0.0,1.88,0.48,1.133,151778.08764940238,1.138725096723473
UGI,Utilities,Utilities - Regulated Gas,North America,6520378368,Small Cap,High Volatility,Growth,24.296001,6.0500003,30.48,21.51,1.148,2205605.1792828687,23.572136791578803
FLIC,Financial Services,Banks - Regional,North America,330039008,Small Cap,Low Volatility,Value,16.632185,5.81,15.03,9.3,0.68,137885.65737051793,11.445832963008804
HIG,Financial Services,Insurance - Property & Casualty,North America,35871125504,Mid Cap,Low Volatility,Value,12.380522,1.6900001000000002,124.9,77.59,0.936,1591841.434262948,101.26818473785522
REG,Real Estate,REIT - Retail,North America,13861316608,Mid Cap,High Volatility,Growth,35.65566,3.73,76.53,56.51,1.218,1096998.406374502,64.41846227455899
GLRE,Financial Services,Insurance - Reinsurance,North America,520049248,Small Cap,Low Volatility,Value,5.901186,0.0,15.82,10.8,0.854,85401.593625498,12.748486055320953
BHB,Financial Services,Banks - Regional,North America,549491776,Small Cap,Low Volatility,Value,12.946044,3.2800000000000002,38.47,23.26,0.66,37998.00796812749,27.730864490645814
LMAT,Healthcare,Medical Instruments & Supplies,North America,2405563136,Small Cap,Low Volatility,Growth,58.785713,0.6,109.58,52.55,0.885,123721.1155378486,76.0748083259005
OVV,Energy,Oil & Gas E&P,North America,11842173952,Mid Cap,High Volatility,Value,5.992084,2.6400002,55.95,36.91,2.641,3052106.7729083668,44.88000994374553
DX,Real Estate,REIT - Mortgage,North America,995259008,Small Cap,High Volatility,Value,9.960318,14.34,13.13,11.36,1.317,1521113.9442231075,11.503938956089703
HBAN,Financial Services,Banks - Regional,North America,26165108736,Mid Cap,High Volatility,Value,17.485437,3.44,18.45,11.58,1.057,16110586.055776892,13.658350860930058
LSCC,Technology,Semiconductors,North America,7829854720,Small Cap,High Volatility,Growth,55.637257,0.0,85.69,40.65,1.39,2358129.482071713,62.07557764851239
TTEC,Technology,Information Technology Services,North America,247235696,Small Cap,High Volatility,Unknown,,2.32,22.7,3.67,1.057,519376.4940239044,9.848489007151935
CMI,Industrials,Specialty Industrial Machinery,North America,51448737792,Mid Cap,Low Volatility,Growth,24.576672,1.94,379.66,224.6,0.971,1390227.4900398406,284.30093310838674
R,Industrials,Rental & Leasing Services,North America,7140277248,Small Cap,High Volatility,Value,15.794201,1.9199998999999999,171.78,105.09,1.272,266531.47410358564,126.18264396637085
BV,Industrials,Specialty Business Services,North America,1624500096,Small Cap,Unknown,Growth,85.5,0.0,18.89,7.735,,607158.5657370518,12.610159372428498
PCRX,Healthcare,Drug Manufacturers - Specialty & Generic,North America,780788800,Small Cap,Low Volatility,Unknown,,0.0,35.95,11.16,0.818,826933.4661354582,24.278127499310617
GFF,Industrials,Conglomerates,North America,4031386368,Small Cap,High Volatility,Value,19.92908,0.8500000000000001,86.73,47.83,1.274,450576.8924302789,65.87911537443973
ESCA,Consumer Cyclical,Leisure,North America,208159504,Small Cap,High Volatility,Value,15.957447,4.0,22.01,12.34,1.25,21923.505976095617,14.518067983042197
AGYS,Technology,Software - Application,North America,3753752320,Small Cap,Low Volatility,Growth,38.15341,0.0,139.99,73.52,0.849,211199.203187251,96.18139450863538
BHF,Financial Services,Insurance - Life,North America,3106008832,Small Cap,High Volatility,Unknown,,0.0,56.245,40.0,1.057,418269.72111553786,47.702430329949735
RMD,Healthcare,Medical Instruments & Supplies,North America,36600463360,Mid Cap,Low Volatility,Growth,32.98278,0.8500000000000001,260.49,159.6,0.687,1020700.0,206.33025132137465
GEO,Industrials,Security & Protection Services,North America,4011642112,Small Cap,Low Volatility,Growth,101.82143,0.0,29.57,9.77,0.625,2708712.3505976098,14.161673287471451
FFIV,Technology,Software - Infrastructure,North America,14674240512,Mid Cap,High Volatility,Growth,26.24214,0.0,252.3,159.01,1.05,526978.8844621514,191.7074899863437
UTHR,Healthcare,Biotechnology,North America,16881413120,Mid Cap,Low Volatility,Value,16.285275,0.0,417.82,208.62,0.561,451811.15537848603,289.400557073464
CRM,Technology,Software - Application,North America,315489550336,Large Cap,High Volatility,Growth,57.489548,0.47999998000000005,348.86,212.0,1.288,6283278.087649402,274.8944364144983
TISI,Industrials,Specialty Business Services,North America,75710848,Small Cap,Unknown,Unknown,,0.0,26.77,5.05,,18284.860557768923,10.272509943441566
BIIB,Healthcare,Drug Manufacturers - General,North America,23406845952,Mid Cap,Low Volatility,Value,14.510389,0.0,268.3,153.62,-0.061,1185267.7290836654,214.77083706190862
TKR,Industrials,Tools & Accessories,North America,5430577152,Small Cap,High Volatility,Value,16.068464,1.76,94.71,72.35,1.427,484954.58167330676,81.85601241275134
CTLT,Healthcare,Drug Manufacturers - Specialty & Generic,North America,11092198400,Mid Cap,High Volatility,Unknown,,0.0,61.5,36.739,1.158,2018805.577689243,55.80063744655168
MITT,Real Estate,REIT - Mortgage,North America,201551936,Small Cap,High Volatility,Value,2.8697476,8.930001,7.95,5.41,2.065,218930.67729083664,6.355597722102921
ALGN,Healthcare,Medical Instruments & Supplies,North America,17377003520,Mid Cap,High Volatility,Growth,39.654175,0.0,335.4,196.09,1.65,827993.2270916335,259.17645409572646
MOFG,Financial Services,Banks - Regional,North America,684532992,Small Cap,High Volatility,Unknown,,2.94,34.56,19.43,1.003,49046.613545816734,24.901504250636613
HOV,Consumer Cyclical,Residential Construction,North America,1142227456,Small Cap,High Volatility,Value,6.130652,0.0,240.34,95.3,2.607,82824.70119521912,167.17266970326702
