Ticker,Sector,Industry,Region,Market Cap Classification,Volatility Classification,Growth vs Value,P/E Ratio,Dividend Yield (%),Beta,Avg Volume,Recent Close Price,EPS,Revenue,Net Income,Debt-to-Equity Ratio,ROE,P/B Ratio,Free Cash Flow,Analyst Ratings,Insider Transactions
CMPR,Industrials,Specialty Business Services,North America,Mid Cap,High Volatility,Value,13.940972,0,2.05,149582.8685,80.30000305,5.76,3339531008,156579008,,,,245450624,buy,Positive
JCI,Industrials,Building Products & Equipment,North America,Large Cap,High Volatility,Growth,40.31731,1.76,1.306,5091901.195,83.86000061,2.08,22951999488,1407000064,54.68,0.0805,3.4657187,1762249984,buy,Positive
NTCT,Technology,Software - Infrastructure,North America,Small Cap,Low Volatility,Unknown,,0,0.578,653858.5657,21.87999916,-8.39,787187968,-599345024,8.25,-0.34258,1.0751842,167047632,strongSell,Negative
ORC,Real Estate,REIT - Mortgage,North America,Small Cap,High Volatility,Value,6.385246,18.49,1.856,1615928.287,7.789999962,1.22,75695000,59244000,797.36,0.10552,0.92716014,,strongBuy,Negative
LWAY,Consumer Defensive,Packaged Foods,North America,Small Cap,Medium Volatility,Growth,28.430233,0,1.046,138017.1315,24.45000076,0.86,176780000,13590000,0.226,0.22618,5.9431214,11798625,buy,Negative
XYL,Industrials,Specialty Industrial Machinery,North America,Large Cap,Medium Volatility,Growth,36.31805,1.14,1.05,1237215.538,126.75,3.49,8424000000,830000000,19.84,0.08081,2.907577,822875008,buy,Negative
KTOS,Industrials,Aerospace & Defense,North America,Mid Cap,Medium Volatility,Growth,270.9,0,1.022,1125983.665,27.09000015,0.1,1127000064,14600000,22.25,0.015369999,3.0465586,54075000,buy,Negative
WEYS,Consumer Cyclical,Footwear & Accessories,North America,Small Cap,Low Volatility,Value,11.824503,2.91,0.692,12417.52988,35.70999908,3.02,290408992,28862000,4.764,0.116969995,1.3095456,41919376,strongSell,Negative
GRC,Industrials,Specialty Industrial Machinery,North America,Small Cap,Medium Volatility,Growth,29.17808,1.74,0.915,83949.8008,42.59999847,1.46,657528000,38114000,104.272,0.10674,3.0415535,68717128,strongBuy,Neutral
HCA,Healthcare,Medical Care Facilities,North America,Large Cap,High Volatility,Value,14.686714,0.81,1.689,1198644.223,327.2200012,22.28,69620998144,5928999936,5711.069,11.954511,,4146749952,buy,Negative
SEAC,Technology,Software - Application,North America,Small Cap,Medium Volatility,Unknown,,0,0.992,1186.055777,6.78000021,-3.67,32762000,-9122000,3.953,-0.26073998,0.55697036,892375,buy,Positive
MSM,Industrials,Industrial Distribution,North America,Mid Cap,Medium Volatility,Growth,18.751091,3.96,0.826,561320.3187,85.87999725,4.58,3820951040,258594000,40.547,0.1769,3.4494116,304594752,strongBuy,Negative
FBIN,Industrials,Building Products & Equipment,North America,Mid Cap,High Volatility,Growth,22.05634,1.23000005,1.576,1192488.446,78.30000305,3.55,4666100224,448100000,121.253,0.1942,4.0597296,299849984,buy,Negative
ENS,Industrials,Electrical Equipment & Parts,North America,Mid Cap,High Volatility,Value,13.710638,0.99,1.246,252423.9044,96.66000366,7.05,3508854016,289447008,67.021,0.16516,2.0937488,81013872,buy,Positive
KMB,Consumer Defensive,Household & Personal Products,North America,Large Cap,Low Volatility,Growth,18.05052,3.5,0.412,2083125.498,139.3500061,7.72,20099999744,2607000064,517.798,2.30998,36.166626,2494374912,buy,Negative
PRLB,Industrials,Metal Fabrication,North America,Small Cap,High Volatility,Growth,43.81915,0,1.319,201588.0478,41.18999863,0.94,504188000,23987000,0.603,0.035150003,1.4846988,49276248,buy,Positive
ARAY,Healthcare,Medical Devices,North America,Small Cap,High Volatility,Unknown,,0,1.404,648368.1275,2.230000019,-0.17,444204000,-16530000,289.667,-0.34377998,4.955556,-3687875,buy,Negative
GRMN,Technology,Scientific & Technical Instruments,North America,Large Cap,Medium Volatility,Growth,27.013979,1.4099999,0.983,855329.8805,212.6000061,7.87,5956843008,1517830016,1.908,0.21909,5.4416547,969167360,sell,Negative
AVY,Consumer Cyclical,Packaging & Containers,North America,Large Cap,Medium Volatility,Growth,24.753607,1.71,0.896,464135.0598,205.9499969,8.32,8680500224,674000000,131.956,0.30241,6.920363,670400000,buy,Neutral
WTBA,Financial Services,Banks - Regional,North America,Small Cap,Medium Volatility,Growth,18.795277,4.19,0.94,28346.21514,23.87000084,1.27,77394000,21478000,,0.09779,1.7071949,,strongSell,Positive
CDTX,Healthcare,Biotechnology,North America,Small Cap,Medium Volatility,Unknown,,0,0.994,42585.25896,20.20999908,-23.9,53870000,-112242000,3.284,-1.53388,,-323875,buy,Positive
SLB,Energy,Oil & Gas Equipment & Services,North America,Large Cap,High Volatility,Value,14.128617,2.5,1.532,11070858.17,43.93999863,3.11,35995000832,4478000128,57.141,0.21722999,2.884527,3437125120,buy,Negative
BRX,Real Estate,REIT - Retail,North America,Mid Cap,High Volatility,Growth,27.84259,3.82,1.546,2292907.57,30.06999969,1.08,1273096960,327940992,186.723,0.114300005,3.1533136,565637248,buy,Negative
MTX,Basic Materials,Specialty Chemicals,North America,Mid Cap,High Volatility,Growth,17.318472,0.54,1.308,161321.1155,81.56999969,4.71,2124899968,152800000,56.333,0.09319,1.5247014,183100000,buy,Negative
RH,Consumer Cyclical,Specialty Retail,North America,Mid Cap,High Volatility,Growth,185.16348,0,2.43,734024.3028,385.1400146,2.08,3046099968,34521000,,,,-230831248,strongBuy,Negative
JRVR,Financial Services,Insurance - Specialty,North America,Small Cap,Low Volatility,Growth,18.76,0.85,0.177,735747.012,4.690000057,0.25,796817024,9465000,45.147,0.02888,0.33454597,-445439872,buy,Positive
ZI,Technology,Software - Application,North America,Mid Cap,Medium Volatility,Growth,364.66666,0,1.037,7082583.665,10.93999958,0.03,1221600000,9000000,82.474,0.00459,2.2487154,431324992,buy,Negative
ACET,Healthcare,Biotechnology,North America,Small Cap,High Volatility,Unknown,,0,1.698,1061402.39,1.129999995,-1.7,,-137291008,8.137,-0.57908,0.28731248,-55261000,buy,Negative
CI,Healthcare,Healthcare Plans,North America,Large Cap,Low Volatility,Growth,32.049335,1.66,0.511,1619802.39,337.7999878,10.54,2.29747E+11,3039000064,80.15,0.07606,2.2429087,-3041999872,buy,Neutral
FIVE,Consumer Cyclical,Specialty Retail,North America,Mid Cap,High Volatility,Growth,18.284023,0,1.203,1412088.845,92.69999695,5.07,3716072960,281260000,117.836,0.18456,3.171616,-142176992,buy,Neutral
AMP,Financial Services,Asset Management,North America,Large Cap,High Volatility,Growth,21.932364,1.0299999,1.334,473387.6494,573.9699707,26.17,17444999168,2707000064,67.402,0.56751,9.7640505,4073125120,strongBuy,Negative
TSCO,Consumer Cyclical,Specialty Retail,North America,Large Cap,Medium Volatility,Growth,27.621227,1.55,0.814,1065831.873,283.6700134,10.27,14769541120,1112737024,233.038,0.5058,13.251892,428472640,buy,Positive
BMRN,Healthcare,Biotechnology,North America,Large Cap,Low Volatility,Growth,39.777107,0,0.31,1810951.793,66.02999878,1.66,2752808960,322291008,11.133,0.06252,2.3242633,144674752,buy,Positive
FLR,Industrials,Engineering & Construction,North America,Mid Cap,High Volatility,Growth,38.710342,0,1.911,1735372.51,56.13000107,1.45,15875000320,260000000,47.672,0.082049996,4.2720146,225624992,buy,Negative
HRTG,Financial Services,Insurance - Property & Casualty,North America,Small Cap,Medium Volatility,Value,4.9130435,0,0.986,469675.6972,12.43000031,2.53,793686976,72190000,51.697,0.3352,1.2964122,229024624,buy,Positive
ATEN,Technology,Software - Infrastructure,North America,Small Cap,Medium Volatility,Growth,25.833332,1.4099999,1.11,731803.5857,17.04999924,0.66,257908992,49756000,6.088,0.24025999,5.7894735,49713876,buy,Negative
SFBS,Financial Services,Banks - Regional,North America,Mid Cap,Medium Volatility,Growth,25.609625,1.25,0.867,206214.741,95.77999878,3.74,426982016,204080992,,0.13739,3.3284683,,strongSell,Negative
MHO,Consumer Cyclical,Residential Construction,North America,Mid Cap,High Volatility,Value,8.86305,0,2.241,284092.4303,165.0299988,18.62,4271981056,535537984,34.681,0.2032,1.5778906,56348376,strongBuy,Positive
SR,Utilities,Utilities - Regulated Gas,North America,Mid Cap,Low Volatility,Growth,17.467781,4.62,0.541,422226.2948,73.19000244,4.19,2609600000,230600000,135.014,0.07843,1.3672452,-254575008,strongSell,Negative
AVTR,Healthcare,Medical Instruments & Supplies,North America,Large Cap,High Volatility,Growth,46.8,0,1.348,6491760.956,21.05999947,0.45,6819800064,309600000,88.619,0.058130004,2.5811985,658374976,buy,Negative
CALX,Technology,Software - Infrastructure,North America,Mid Cap,High Volatility,Unknown,,0,1.75,753996.0159,32.52999878,-0.28,890128000,-18422000,1.177,-0.02409,2.770397,71481624,buy,Positive
CVGW,Consumer Defensive,Food Distribution,North America,Small Cap,Low Volatility,Unknown,,2.8900001,0.573,206164.9402,27.70999908,-0.48,1011635008,-8412000,29.564,-0.03963,2.420933,-53926248,buy,Positive
CHRW,Industrials,Integrated Freight & Logistics,North America,Large Cap,Medium Volatility,Growth,36.53287,2.35,0.842,1489749.004,105.5800018,2.89,17762187264,347356992,116.88,0.22818,7.6016994,117191624,buy,Positive
BA,Industrials,Aerospace & Defense,North America,Large Cap,High Volatility,Unknown,,0,1.572,8922940.239,155.4400024,-12.93,73292996608,-7975000064,,,,-4186625024,buy,Negative
MOS,Basic Materials,Agricultural Inputs,North America,Mid Cap,High Volatility,Growth,23.415928,3.17,1.36,4304056.972,26.45999908,1.13,11456400384,371200000,35.767,0.03346,0.7122668,-43887500,buy,Neutral
AAON,Industrials,Building Products & Equipment,North America,Large Cap,Low Volatility,Growth,59.798244,0.23,0.791,585494.8207,136.3399963,2.28,1209554944,190918000,8.581,0.25811002,13.900897,87713872,strongBuy,Negative
AJG,Financial Services,Insurance Brokers,North America,Large Cap,Low Volatility,Growth,59.474285,0.77,0.727,874385.259,312.2399902,5.25,10667700224,1172199936,70.273,0.10321999,5.6226025,2754050048,buy,Negative
JAKK,Consumer Cyclical,Leisure,North America,Small Cap,High Volatility,Value,10.079584,0,2.322,110552.988,29.12999916,2.89,687697024,33111000,8.774,0.14279,1.2828078,-49543248,buy,Negative
OHI,Real Estate,REIT - Healthcare Facilities,North America,Large Cap,Medium Volatility,Growth,29.860294,6.6,0.978,1730119.124,40.61000061,1.36,1011390976,347985984,110.754,0.08667,2.5886028,578696384,buy,Negative
NTRS,Financial Services,Asset Management,North America,Large Cap,Medium Volatility,Value,13.843089,2.7,1.073,1293388.048,111.1600037,8.03,7857600000,1631900032,,0.13732,1.8571858,,strongSell,Negative
TGT,Consumer Defensive,Discount Stores,North America,Large Cap,High Volatility,Value,14.030752,2.87,1.242,4370565.737,132.3099976,9.43,1.073E+11,4487000064,132.802,0.33968,4.547673,3743624960,buy,Negative
YUM,Consumer Cyclical,Restaurants,North America,Large Cap,Medium Volatility,Growth,25.970095,1.9299999,1.095,1911483.665,138.9400024,5.35,7223000064,1526000000,,,,1158499968,strongBuy,Negative
TREX,Industrials,Building Products & Equipment,North America,Mid Cap,High Volatility,Growth,34.260273,0,1.49,999624.3028,75.02999878,2.19,1179566976,238571008,11.976,0.30207002,9.117754,42780624,buy,Negative
VAC,Consumer Cyclical,Resorts & Casinos,North America,Mid Cap,High Volatility,Growth,18.86882,3.06,1.799,483657.7689,99.25,5.26,3193999872,203000000,223.522,0.08325,1.4338548,-5500000,buy,Negative
APPS,Technology,Software - Application,North America,Small Cap,High Volatility,Unknown,,0,2.595,3075925.896,1.440000057,-2.96,491574016,-300708992,227.583,-0.95428,0.8177172,21724376,buy,Negative
FE,Utilities,Utilities - Regulated Electric,North America,Large Cap,Low Volatility,Growth,27.451612,4,0.495,2998718.725,42.54999924,1.55,13256999936,892000000,173.13,0.083050005,1.9732876,-1595874944,buy,Positive
WCC,Industrials,Industrial Distribution,North America,Large Cap,High Volatility,Growth,16.952726,0.78,2.011,675180.8765,211.5700073,12.48,21792499712,636700032,112.121,0.14033,2.055974,986987520,strongBuy,Negative
CBRE,Real Estate,Real Estate Services,North America,Large Cap,High Volatility,Growth,45.30421,0,1.395,1687554.98,139.9900055,3.09,34313000960,958000000,73.116,0.11434,4.8444476,916257024,strongBuy,Negative
BCC,Basic Materials,Building Materials,North America,Mid Cap,High Volatility,Value,14.456416,0.57,1.514,304398.008,147.6000061,10.21,6801070080,404988992,24.926,0.18280001,2.672993,112850376,buy,Negative
BEN,Financial Services,Asset Management,North America,Large Cap,High Volatility,Growth,26.77647,5.45,1.402,3929739.044,22.76000023,0.85,8478000128,432200000,25.715,0.04321,0.9527398,-39787500,sell,Negative
CHD,Consumer Defensive,Household & Personal Products,North America,Large Cap,Low Volatility,Growth,49.608105,1.0299999,0.55,1388371.315,110.1299973,2.22,6053100032,549800000,57.536,0.13338,6.4320755,671625024,buy,Positive
MMS,Industrials,Specialty Business Services,North America,Mid Cap,Low Volatility,Value,14.92986,1.49,0.768,403580.4781,74.5,4.99,5250279936,293556000,70.96,0.1701,2.4752476,321190752,buy,Negative
EZPW,Financial Services,Credit Services,North America,Small Cap,Unknown,Value,11.636364,0,,509364.9402,12.80000019,1.1,1161602048,83095000,70.465,0.107200004,0.8679143,67611504,buy,Negative
KOPN,Technology,Electronic Components,North America,Small Cap,High Volatility,Unknown,,0,2.591,1411045.817,1.179999948,-0.4,41545192,-47409496,,-2.65527,4.4866915,17374100,buy,Positive
OMC,Communication Services,Advertising Agencies,North America,Large Cap,Medium Volatility,Value,14.319672,2.6700001,0.968,1531910.757,104.8199997,7.32,15427800064,1458300032,155.236,0.33923998,5.1755295,1281712512,buy,Negative
TXT,Industrials,Aerospace & Defense,North America,Large Cap,High Volatility,Growth,18.737417,0.090000004,1.244,1087619.124,85.62999725,4.57,13980999680,883000000,56.941,0.12597999,2.2852337,656625024,buy,Negative
TDC,Technology,Software - Infrastructure,North America,Mid Cap,Low Volatility,Growth,36.35294,0,0.798,951043.4263,30.89999962,0.85,1798000000,82000000,474.4,0.66397005,23.732718,340750016,buy,Negative
IMAX,Communication Services,Entertainment,North America,Small Cap,High Volatility,Growth,59.81818,0,1.225,764159.3625,26.31999969,0.44,345553984,23293000,78.2,0.08038,4.790681,54402876,buy,Negative
MKC,Consumer Defensive,Packaged Foods,North America,Large Cap,Low Volatility,Growth,26.670069,2.3,0.764,1865437.45,78.41000366,2.94,6678499840,792600000,84.828,0.15067,3.881107,588337472,strongBuy,Positive
CCBG,Financial Services,Banks - Regional,North America,Small Cap,Low Volatility,Value,12.947369,2.34,0.543,32031.87251,39.36000061,3.04,226023008,51544000,,0.1114,1.3996657,,buy,Positive
ARC,Industrials,Specialty Business Services,North America,Small Cap,Medium Volatility,Growth,30.818182,5.9,1.117,188322.2236,3.390000105,0.11,289230016,4659000,62.071,0.02881,0.9458705,15097875,strongBuy,Positive
BG,Consumer Defensive,Farm Products,North America,Large Cap,Low Volatility,Value,11.373891,3.0299999,0.655,1543074.104,89.73999786,7.89,54501998592,1151000064,63.434,0.10922,1.2363095,979875008,buy,Positive
WRLD,Financial Services,Credit Services,North America,Small Cap,High Volatility,Value,8.265208,0,1.411,36996.41434,120.9199982,14.63,557739392,83799648,140.803,0.20254,1.5646998,94582736,strongSell,Negative
PEB,Real Estate,REIT - Hotel & Motel,North America,Small Cap,High Volatility,Unknown,,0.29,1.85,1718448.207,13.85000038,-0.25,1449796992,-30734000,90.511,0.00274,0.60039884,250833504,sell,Positive
NWPX,Industrials,Metal Fabrication,North America,Small Cap,Medium Volatility,Growth,19.069727,0,0.979,42613.54582,56.06999969,2.94,483084992,29554000,45.604,0.08474,1.5346398,3570125,buy,Positive
AWR,Utilities,Utilities - Regulated Water,North America,Mid Cap,Low Volatility,Growth,28.820944,2.18,0.489,217045.4183,85.30999756,2.96,577540992,110881000,107.642,0.1348,3.6664088,-131743872,strongBuy,Positive
RGA,Financial Services,Insurance - Reinsurance,North America,Large Cap,Medium Volatility,Growth,20.91575,1.56,0.913,355535.4582,228.3999939,10.92,21873000448,727000000,45.173,0.07579,1.3519673,2658374912,buy,Positive
RIGL,Healthcare,Biotechnology,North America,Small Cap,Medium Volatility,Growth,102.259254,0,0.953,157526.255,27.61000061,0.27,157374000,3881000,,,,13136125,buy,Positive
IRWD,Healthcare,Drug Manufacturers - Specialty & Generic,North America,Small Cap,Low Volatility,Unknown,,0,0.475,2811469.721,3.519999981,-0.01,378417984,-2463000,,,,79683952,buy,Negative
AES,Utilities,Utilities - Diversified,North America,Mid Cap,Medium Volatility,Value,9.055555,5.29,1.09,8786582.072,13.03999996,1.44,12284000256,1025000000,352.879,-0.02549,2.818241,-8318249984,buy,Negative
BAC,Financial Services,Banks - Diversified,North America,Large Cap,High Volatility,Growth,17.213768,2.19,1.325,38849899.2,47.50999832,2.76,94625996800,21941999616,,0.08092,1.3431908,,buy,Negative
CATY,Financial Services,Banks - Regional,North America,Mid Cap,Medium Volatility,Value,13.133838,2.6099999,1.09,325592.4303,52.00999832,3.96,723750016,288304000,,0.10543,1.3112315,,strongSell,Positive
HFWA,Financial Services,Banks - Regional,North America,Small Cap,Low Volatility,Growth,24.49074,3.48,0.516,187319.1235,26.45000076,1.08,203984992,37563000,,0.044499997,1.0330014,,buy,Positive
BERY,Consumer Cyclical,Packaging & Containers,North America,Mid Cap,Medium Volatility,Growth,16.50913,1.85,1.133,1155148.446,72.30999756,4.38,12177000448,554000000,279.887,0.16395001,2.4582694,811875008,buy,Positive
DOCU,Technology,Software - Application,North America,Large Cap,Medium Volatility,Growth,16.883476,0,0.898,3243876.892,79.69000244,4.72,2858473984,988017024,6.913,0.70342004,8.218006,1143059456,buy,Negative
MEDP,Healthcare,Diagnostics & Research,North America,Large Cap,High Volatility,Growth,29.853638,0,1.367,277074.1036,340.6300049,11.41,2070866048,365572000,17.232,0.54078996,11.984308,437600512,buy,Negative
RPM,Basic Materials,Specialty Chemicals,North America,Large Cap,Medium Volatility,Growth,29.09434,1.47,0.981,620909.5618,138.7799988,4.77,7292209152,612355968,89.316,0.24995,6.7414746,697061888,buy,Negative
CUBE,Real Estate,REIT - Industrial,North America,Large Cap,Medium Volatility,Growth,27.842697,4.1199997,0.859,1378476.892,49.56000137,1.78,1066921024,401955008,102.347,0.14032,4.0210953,469484992,buy,Positive
NMIH,Financial Services,Insurance - Specialty,North America,Mid Cap,Medium Volatility,Value,9.151031,0,1.131,526626.2948,39.99000168,4.37,635846976,357352000,19.405,0.17930001,1.4449866,190545376,buy,Negative
KALU,Basic Materials,Aluminum,North America,Small Cap,High Volatility,Growth,28.027584,3.79,1.309,146062.1514,81.27999878,2.9,2980300032,47200000,161.244,0.072340004,1.9424528,21462500,strongSell,Positive
REI,Energy,Oil & Gas E&P,North America,Small Cap,High Volatility,Value,2.6842105,0,1.635,1813398.406,1.529999971,0.57,365608384,112709272,46.575,0.14224,0.35622817,-9852466,buy,Positive
TSLA,Consumer Cyclical,Auto Manufacturers,North America,Large Cap,High Volatility,Growth,94.30601,0,2.295,96770662.55,345.1600037,3.66,97150001152,12743000064,18.078,0.20389,15.828671,676625024,buy,Negative
BGC,Financial Services,Capital Markets,North America,Mid Cap,High Volatility,Growth,42.347824,0.82,1.486,3543039.044,9.739999771,0.23,2119639040,115688000,152.907,0.12765999,5.490417,,buy,Positive
TRGP,Energy,Oil & Gas Midstream,North America,Large Cap,High Volatility,Growth,36.87726,1.47,2.237,1632798.008,204.3000031,5.54,16215700480,1231299968,321.534,0.33885,17.329716,-344312512,buy,Negative
MNR,Energy,Oil & Gas E&P,North America,Small Cap,Unknown,Unknown,,14.79,,145505.5777,15.57999992,-0.35,834326976,-19767000,72.08,0.28655002,1.2420281,-613222656,strongBuy,Negative
SXT,Basic Materials,Specialty Chemicals,North America,Mid Cap,Low Volatility,Growth,37.148327,2.11,0.755,181468.5259,77.63999939,2.09,1530109952,88729000,59.553,0.083000004,3.0294988,140511632,buy,Positive
FCNCA,Financial Services,Banks - Regional,North America,Large Cap,Medium Volatility,Value,13.140568,0.34,0.806,87156.97211,2295,174.65,9363999744,2529999872,,0.11991,1.482721,,buy,Negative
AM,Energy,Oil & Gas Midstream,North America,Mid Cap,High Volatility,Growth,19.9625,5.6399997,2.238,2627147.41,15.97000027,0.8,1149558016,389600000,148.911,0.18226999,3.6090395,247547008,sell,Positive
HPE,Technology,Communication Equipment,North America,Large Cap,High Volatility,Growth,15.049645,2.4500001,1.206,14885225.1,21.21999931,1.41,29020000256,1855000064,53.696,0.086660005,1.2479416,1913250048,buy,Positive
ADM,Consumer Defensive,Farm Products,North America,Large Cap,Low Volatility,Growth,15.337078,3.79,0.722,4147194.821,54.59999847,3.56,88768004096,2600999936,52.874,0.1075,1.1606896,2144875008,sell,Positive
PR,Energy,Oil & Gas E&P,North America,Large Cap,High Volatility,Value,8.897727,3.83,4.351,10058352.59,15.65999985,1.76,4827338752,1023404992,41.623,0.17239,1.223342,-31377000,buy,Negative
PNFP,Financial Services,Banks - Regional,North America,Mid Cap,Medium Volatility,Growth,24.350576,0.69,1.037,473689.243,127.1100006,5.22,1550521984,403584000,,0.06875,1.5874265,,buy,Negative
HNRG,Energy,Thermal Coal,North America,Small Cap,Low Volatility,Unknown,,0,0.621,484115.1394,12.19999981,-0.58,429359008,-20594000,26.083,-0.069749996,1.6301442,-30162250,buy,Negative
HELE,Consumer Defensive,Household & Personal Products,North America,Small Cap,Medium Volatility,Value,12.303692,0,0.852,432631.8725,73.33000183,5.96,1929883008,141850000,47.88,0.09243,1.0672547,177398624,buy,Positive
NLY,Real Estate,REIT - Mortgage,North America,Large Cap,High Volatility,Unknown,,13.05,1.579,4353196.016,19.93000031,-0.08,369368000,-36917000,687.699,0.0127,1.0197502,,buy,Negative
SYF,Financial Services,Credit Services,North America,Large Cap,High Volatility,Value,8.768831,1.48,1.593,3996642.629,67.51999664,7.7,9006999552,3103000064,,0.21279,1.7807784,,buy,Negative
FLEX,Technology,Electronic Components,North America,Large Cap,Medium Volatility,Growth,18.735579,0,1.076,4521657.211,38.97000122,2.08,25449000960,841000000,83.65,0.15442,3.0359926,1271500032,buy,Negative
CIEN,Technology,Communication Equipment,North America,Large Cap,Medium Volatility,Growth,74.17021,0,0.938,1818773.307,69.72000122,0.94,4020329984,138127008,55.23,0.047319997,3.4832134,313333504,buy,Positive
PACB,Healthcare,Medical Devices,North America,Small Cap,High Volatility,Unknown,,0,2.009,9290064.542,1.909999967,-1.46,173147008,-394240000,203.202,-0.64795995,1.1540786,-190759744,buy,Negative
LXU,Basic Materials,Chemicals,North America,Small Cap,Medium Volatility,Unknown,,0,0.842,384591.6335,8.829999924,-0.21,520107008,-15551000,102.802,-0.030150002,1.2674035,-3683375,buy,Positive
LYTS,Technology,Electronic Components,North America,Small Cap,Medium Volatility,Growth,26.20513,0.98,0.866,115264.1434,20.44000053,0.78,484292000,23631000,30.556,0.11883,2.7877798,23874000,buy,Negative
BLDR,Industrials,Building Products & Equipment,North America,Large Cap,High Volatility,Growth,18.20996,0,2.081,1662350.598,186.4700012,10.24,16731047936,1238347008,97.541,0.27435,4.845894,1511692800,buy,Negative
ED,Utilities,Utilities - Regulated Electric,North America,Large Cap,Low Volatility,Growth,18.907894,3.3,0.353,1873317.131,100.5899963,5.32,15031000064,1844000000,120.07,0.08582,1.5893756,-1611000064,sell,Positive
WAB,Industrials,Railroads,North America,Large Cap,High Volatility,Growth,33.436665,0.4,1.272,1044775.697,200.6199951,6,10330000384,1059000000,39.063,0.103690006,3.3938963,1177624960,buy,Neutral
CW,Industrials,Aerospace & Defense,North America,Large Cap,Medium Volatility,Growth,35.348156,0.22,1.177,221758.1673,373.6300049,10.57,3082667008,407012000,47.549,0.1741,5.6950583,418519872,strongBuy,Positive
NOVT,Technology,Scientific & Technical Instruments,North America,Mid Cap,High Volatility,Growth,101.2,0,1.287,149223.9044,166.9799957,1.65,922753984,60134000,69.293,0.08671,8.080329,95355248,buy,Negative
DIOD,Technology,Semiconductors,North America,Mid Cap,High Volatility,Growth,49.242424,0,1.32,347298.8048,65,1.32,1294520960,61075000,4.762,0.03609,1.6623615,-18712376,strongSell,Negative
GS,Financial Services,Capital Markets,North America,Large Cap,High Volatility,Growth,17.825718,1.97,1.342,2217045.418,608.5700073,34.14,49386999808,11418999808,609.793,0.1017,1.8575995,,buy,Negative
UHS,Healthcare,Medical Care Facilities,North America,Large Cap,High Volatility,Value,13.639388,0.39,1.297,668314.3426,205,15.03,15417758720,1025961984,76.373,0.16341,2.047175,696929152,buy,Negative
ASPS,Real Estate,Real Estate Services,North America,Small Cap,Medium Volatility,Unknown,,0,0.939,121820.7171,0.889999986,-1.35,153278000,-40018000,,,,-1659250,buy,Negative
CCK,Consumer Cyclical,Packaging & Containers,North America,Large Cap,Medium Volatility,Growth,112.30488,1.09,0.853,1127782.47,92.08999634,0.82,11756000256,98000000,253.727,0.08377,4.29845,1189124992,buy,Negative
LGIH,Consumer Cyclical,Residential Construction,North America,Mid Cap,High Volatility,Value,13.081243,0,1.978,212859.3625,109.4899979,8.37,2253616128,197290000,77.748,0.10385,1.2892096,-229196496,sell,Positive
UNF,Industrials,Specialty Business Services,North America,Mid Cap,Medium Volatility,Growth,25.851994,0.69999998,0.823,84079.28287,200.8699951,7.77,2427430912,145474000,3.263,0.07075,1.772716,130124248,sell,Negative
MPWR,Technology,Semiconductors,North America,Large Cap,Medium Volatility,Growth,64.067726,0.88,1.148,601479.6813,567.6400146,8.86,2039447040,434241984,0.693,0.20214,11.774077,516699488,buy,Negative
RMBS,Technology,Semiconductors,North America,Mid Cap,Medium Volatility,Growth,35.906834,0,1.166,1593527.888,57.81000137,1.61,517747008,176164000,2.906,0.17665,5.929839,143361744,buy,Negative
DE,Industrials,Farm & Heavy Construction Machinery,North America,Large Cap,Medium Volatility,Growth,18.18501,1.45000005,0.935,1489247.809,465.8999939,25.62,55955001344,8224000000,288.043,0.35481,5.5272803,3000000000,buy,Positive
AAOI,Technology,Communication Equipment,North America,Small Cap,High Volatility,Unknown,,0,1.961,2722928.685,41.22000122,-2.04,209547008,-80900000,57.201,-0.41441002,8.716431,-38015376,buy,Negative
SSTK,Communication Services,Internet Content & Information,North America,Small Cap,Medium Volatility,Growth,31.058825,3.79,1.102,508237.8486,31.68000031,1.02,902174976,36355000,58.129,0.06893,2.1112962,312102624,buy,Negative
BTU,Energy,Thermal Coal,North America,Mid Cap,Medium Volatility,Value,6.2928762,1.26,0.98,2995325.498,23.85000038,3.79,4348599808,535900000,11.736,0.15771,0.7955834,92150000,buy,Negative
MPX,Consumer Cyclical,Recreational Vehicles,North America,Small Cap,High Volatility,Growth,18.66038,5.6599997,1.208,51603.58566,9.890000343,0.53,259608000,19008000,,0.1363,2.6657681,33514876,sell,Negative
XNCR,Healthcare,Biotechnology,North America,Small Cap,Low Volatility,Unknown,,0,0.656,610210.757,25.60000038,-3.18,85164000,-198240000,12.011,-0.2902,2.4743865,3181625,buy,Negative
VTR,Real Estate,REIT - Healthcare Facilities,North America,Large Cap,High Volatility,Unknown,,2.8099999,1.39,2400511.554,64.06999969,-0.14,4797114880,-66501000,136.679,-0.00543,2.7525024,1040067392,buy,Positive
EFSC,Financial Services,Banks - Regional,North America,Mid Cap,Medium Volatility,Value,12.836865,1.85,0.977,149129.8805,60.59000015,4.72,591630976,177211008,,0.10509,1.2800795,,buy,Negative
VNDA,Healthcare,Biotechnology,North America,Small Cap,Low Volatility,Unknown,,0,0.767,1238264.143,5.150000095,-0.29,190858000,-16388000,1.467,-0.03023,0.55483735,-114488000,buy,Negative
BRKL,Financial Services,Banks - Regional,North America,Small Cap,Low Volatility,Growth,15.168675,4.29,0.744,517114.3426,12.59000015,0.83,333824992,74067000,,0.062030002,0.91172427,,buy,Negative
